,Advertisement ID,path,new_path,Segment_num,text
11911,4137454,/kaggle/input/hack-chunk-13/13/4137454.avi,audio_files/4137454.mp3,2," Тук и альпин-гольд выходят на поле! Ах, какая комбинация! Покупай комбинация акционных товаров, получай скидки в чехах, отправляй их в чатбот и получи чемпионскую скидку на все товары акции чек нечемпионов."
11920,2300359,/kaggle/input/hack-chunk-5/5/2300359.wav,/kaggle/input/hack-chunk-5/5/2300359.wav,2," Плохая погода не страшна с картой Мир и в прокру. Заказывайте продукты и товары для дома в прок, не выходя из дома. Оплачивайте картой Мир и получайте кэшбэк 10%. Необходимая регистрация на приветмир.ру ООНСПК. Общий срок проведения акций из первого 10-го 2021-го. Стридцат до 11-го 2021-го. Ин"
11974,3926329,/kaggle/input/hack-chunk-9/9/3926329.avi,audio_files/3926329.mp3,2," Кто ждет от вас подарков? Жена, дочь, бывшая жена, сводного кауна. Я? Да. Вам захочется дарить еще больше подарков с лентой. Супер цены, карты, сюрпризы за покупки и призы на сайте."
12166,3921100,/kaggle/input/hack-chunk-9/9/3921100.avi,audio_files/3921100.mp3,2," Кто ждет от вас подарков? Младший сын, муж. Старший сын, муж сестре, бывший премьер, младшего сына. Я? Да. Вам захочется дарить еще больше подарков с лентой. Супер цены, карты, сюрпризы за покупки и призы на сайте."
12791,4089601,/kaggle/input/hack-chunk-12-stranger/12/4089601.avi,audio_files/4089601.mp3,2, А клетка мне больше идет. Угу. Самосвог! Самосвог. Игонка! Ладно. В Ленте есть подарки для самых любимых. И для самых предосмотрительных. Всевозможные подарки в Ленте.
13174,4093286,/kaggle/input/hack-chunk-12-stranger/12/4093286.avi,audio_files/4093286.mp3,2, А клетка мне больше идет. Угу. Самосвог! Самосвог! И вонка! Ладно. В Ленте есть подарки для самых любимых. И для самых предосмотрительных. Всевозможные подарки в Ленте.
13671,4053447,/kaggle/input/hack-chunk-11/11/4053447.avi,audio_files/4053447.mp3,2," И важно, как вы вели себя в этом году. И с кем отмечаете новый? Важнее в метро закупиться качественными продуктами и подарками. Да? Снегерюша! Метро доступен для всех. Оформите карту гостя всего за 5 минут в мобильном приложении, на сайте или в торговом центре. Метро! Встречай новый год качественно!"
13712,3727717,/kaggle/input/hack-chunk-7/7/3727717.avi,audio_files/3727717.mp3,2, Карты Visa Сбербанка перевернут представление о покупках. Возвращайте до 100% бонусы. Не спасибо в пятерочке!
13731,2326750,/kaggle/input/hack-chunk-6/6/2326750.wav,/kaggle/input/hack-chunk-6/6/2326750.wav,2, Учите 3000 бонусных рублей в качестве скидок на первые покупки. Оформите карту гости на сайте metrodefessis.ru или в мобильном приложении. Предложение для новых клиентов – плитс 18+. Оформить карту гостя можно также в торговых центрах метра. Предложение действует по 30 июня 2022 года. Подробности в магазине и по телефону 8 800-7177.
13819,3959140,/kaggle/input/hack-chunk-9/9/3959140.avi,audio_files/3959140.mp3,2," В приложении Пятерочка подарки за покупки, промокотно-фильм от ИВИ и многое другое."
13854,4060457,/kaggle/input/hack-chunk-11/11/4060457.avi,audio_files/4060457.mp3,2, Метро доступен для всех. Оформите карту гости всего за 5 минут в мобильном приложении на сайте или в торговом центре. Метро.
13871,3981865,/kaggle/input/hack-chunk-10-stranger/10/3981865.avi,audio_files/3981865.mp3,2, Лето в пятерочке! Мы снизили цены на томаты и огурцы! Кукупайте свежие фрукты и овощи и получайте кашбек 5% на выручай карту!
13975,3944910,/kaggle/input/hack-chunk-9/9/3944910.avi,audio_files/3944910.mp3,2," Сделайте заказ в Яндекс.Еди и получите в подарок 3 месяца фильмов и сериалов на кинопоиск HD. Сейчас поштормим, решим, чем страну удивлять будем. Спасибо, что остаётесь дома."
14010,4158014,/kaggle/input/hack-chunk-13/13/4158014.avi,audio_files/4158014.mp3,2," Поплатите кашбеком. Что? Что? Пятерочки обновленные программы лояльности, о которой нужно рассказать. Я распала. Она похожа на банку. Тише. Я сама выбираюсь за какую категорию, понучу повышенный кашбек. Бит кашбек. Не переключайтесь. Обновленные программы лояльности уже у вас."
14016,2297681,/kaggle/input/hack-chunk-5/5/2297681.wav,/kaggle/input/hack-chunk-5/5/2297681.wav,2," 100% Гэшбек! Вот это любовь! Выигрывайте с 8 сентября по 14-е в тебе! За покупки в гипермаркетах глобус! 15 лет вместе! Это любовь! В общей сроках с 8 сентября по 10 и на 5 2021 года подробность о организации, о реакции, правилах и проведениях и 4 сроках в сроках миссии по экиполучению на с"
14247,2242281,/kaggle/input/hack-chunk-4/4/2242281.wav,/kaggle/input/hack-chunk-4/4/2242281.wav,2, Лента представляет безумные скидки только сегодня в ленте кэшбэк 30 процентов за покупку вареной колбасы и вечины предложение не распространяется на товары марки 365 не действует по картям
14302,4241749,/kaggle/input/hack-chunk-14/14/4241749.avi,audio_files/4241749.mp3,2, Шан дарит миллионы баллов. Получаете экспресс-баллы за покупки в супермаркетах? И еще больше в гипермаркетах! И выигрываете крутые призы! Главный приз — 200 тысяч баллов! А Шан родной! И все тут!
14317,4164370,/kaggle/input/hack-chunk-13/13/4164370.avi,audio_files/4164370.mp3,2," Дорогие мои, счастье быть с вами в одной лодке и разделить баллы, которые мы легко накопили с новой картой Ашам. ДИНАМИЧНАЯ МУЗЫКА Добро пожаловать на борт. Ашам равной. И все тут."
14482,4285639,/kaggle/input/hack-chunk-15/15/4285639.avi,audio_files/4285639.mp3,2," В метро пускаем всех, оформи карту гости всего за 5 минут в мобильном приложении, на сайте или в торговом центре и получи 3000 рублей на первые покупки. Метро."
14499,2268331,/kaggle/input/hack-chunk-5/5/2268331.wav,/kaggle/input/hack-chunk-5/5/2268331.wav,2," Теперь в контакте можно заказать еду, да еще и со скидкой 25%. Откройте еду на второй вкладке приложения в контакте, введите промокод WK25 и оплатите заказ онлайн. Акция действует до 31 июня 2021 года. Для новых пользователей еды в контакте и деливри-клаб. Подробности на сайте wk.com.com. Категория 0+. О"
14504,2305036,/kaggle/input/hack-chunk-5/5/2305036.wav,/kaggle/input/hack-chunk-5/5/2305036.wav,2," Если надо остаться дома, перекресток привезет все необходимое за 60 минут. Закажите экспресс-доставку через приложение перекресток или на сайте. Пять бесплатных доставок по промокоду буду дома. Вот это перекресток. ОГМ-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1"
14692,2283874,/kaggle/input/hack-chunk-5/5/2283874.wav,/kaggle/input/hack-chunk-5/5/2283874.wav,2," На дачу с продуктами в Кусвилл. Теперь доставка и в Подмосковье. Бесплатная и всего за 4 часа. Проверь свой адрес приложения в Кусвилл и сделай заказ. О, в Кусвилл. Город Москва, улицу Кулакова, дом 20. Уберём 112 724 681 35 16 плюс."
14778,4074650,/kaggle/input/hack-chunk-11/11/4074650.avi,audio_files/4074650.mp3,2, Скачайте мобильное приложение в перекресток и активируйте напиток за один рубль.
15015,4066592,/kaggle/input/hack-chunk-11/11/4066592.avi,audio_files/4066592.mp3,2," Метро доступен для всех. Оформите карту гости всего за 5 минут в мобильном приложении, на сайте или в торговом центре. Приезжай за качеством в метро!"
15106,2153487,/kaggle/input/hack-chunk-3/3/2153487.wav,/kaggle/input/hack-chunk-3/3/2153487.wav,2, Мастеркарт Бизнес Бонус. Это программа скидок и предложение для оптимизации расходов вашего бизнеса. Нужно отправить сотрудников в командировку. Получите скидку 15% на авиабилеты от S7. Хотите заказать такси? Скидка 500 рублей на любую поездку от Яндекс.Такси. Нужны продукты и товары для офиса. Получите скидку 500 рублей на покупки в супермаркетах «Перегрёсток». Подробности на сайте business.mastercard.ru
15121,2263685,/kaggle/input/hack-chunk-5/5/2263685.wav,/kaggle/input/hack-chunk-5/5/2263685.wav,2," Теперь в контакте можно заказать еду, да еще и со скидкой 40% Откройте еду на второй вкладке приложения в контакте Введите промокод WK40 и оплатите заказ онлайн Акция действует до 31 декабря 2020 года Для новых пользователей еды в контакте и деливери-клаб Подробности на сайте wk.com.ed Категория 0+, ООО, Делевери клуб, юридический адрес город Москва, Ленинградский проспек, дом 39, остроление 87 этаж помещение 1689, 125, 167, ОГРН, 1097, 74, 636, 05, 68"
15172,2323627,/kaggle/input/hack-chunk-6/6/2323627.wav,/kaggle/input/hack-chunk-6/6/2323627.wav,2, Метро. Пускаем всех.
15211,4093289,/kaggle/input/hack-chunk-12-stranger/12/4093289.avi,audio_files/4093289.mp3,2," А клетка мне больше идет. Лучше гель, лучше пена. Да пожалуйста. В Ленте есть подарки для самых любимых. И для самых предосмотрительных. Всевозможные подарки в Ленте."
15312,2326754,/kaggle/input/hack-chunk-6/6/2326754.wav,/kaggle/input/hack-chunk-6/6/2326754.wav,2," Нужные продукты закажите в приложении или на сайте метро. Выбирай более чем из 40 тысяч товаров. Время доставки от 30 минут. Продавцы ООО Метро Кэшенкари, адрес Москва, Ленинградская шосса 71 Г, Украинство 277.027.2148, ООО Инстамарсерлис, адрес Москва, Самоспореч"
15483,3725434,/kaggle/input/hack-chunk-7/7/3725434.avi,audio_files/3725434.mp3,2," Скажите, а что входит в набор автомобилистов? Бедроиндейки. А в спрей для носа помидоры? А у новой сумочки кофты. Пельмени? Возьмите бесплатно карту Мир Пятерочка в любом отделении почта банка. И в каждую вашу покупку будут включены продукты из Пятерочки. Ведь за каждый платёж вы будете получать от Пятерочки бонус"
15805,4255583,/kaggle/input/hack-chunk-15/15/4255583.avi,audio_files/4255583.mp3,2," Ты тоже так сможешь. Главное, начать. Начнем в новом году с чистого листа и будем меняться к лучшему вместе. А поможет вам марафон-магнит-привычек. И мы с Ириной, конечно. Подробности на сайте магнит.ру и в Чатботе вконтакте."
15857,4194155,/kaggle/input/hack-chunk-14/14/4194155.avi,audio_files/4194155.mp3,2, Магнит косметик это по любви. 15 сентября скидка 20% на весь ассортимент. Больше скидок в мобильном приложении Магнит.
16015,4097485,/kaggle/input/hack-chunk-12-stranger/12/4097485.avi,audio_files/4097485.mp3,2," Играй, выигрывай! Дари! Покупает магнит, корм для кошек. Феликс, регистрируй чек, выигрывай миллион эпизод и радуй близких! Магнит, играй, выигрывай! Дари!"
16215,3763581,/kaggle/input/hack-chunk-7/7/3763581.avi,audio_files/3763581.mp3,2," Кеша, у лисички сегодня день рождения! Это здорово! И я знаю, где мы возьмем подарок! Смотри, скачиваем приложение перед клостом, получаем тысячу баллов и тратим их на что угодно. А в выходные еще из кинок 10%! Надо просто вступить в семейный клуб! И на эти баллы мы можем купить в подарок лисички? Совершенно точно! Еще и на твои любимые творожки и гогурты хватит!"
16279,4112283,/kaggle/input/hack-chunk-12-stranger/12/4112283.avi,audio_files/4112283.mp3,2," День рождения магнит. Покупай фарель своя рыбка, регистрируй чек и выигрывай супер кар. Супер кар. Чего-то вдруг так рыбки захотелось."
16317,2056117,/kaggle/input/hack-chunk-3/3/2056117.wav,/kaggle/input/hack-chunk-3/3/2056117.wav,2," Дарков много не бывает, Дикси в этом помогает. Только с 11 февраля по 13 марта. Купи товар по акции подарки всем, отсканируй чек в приложении Дикси, получи купон для своих близких на такой же товар с еще большей скидкой или бесплатно. Информацию об организации акций, правилах и упрегения количества товаров в сроках мести и порядке их получения, уточ"
16326,4094858,/kaggle/input/hack-chunk-12-stranger/12/4094858.avi,audio_files/4094858.mp3,2," Играй, выигрывай! Дарин покупает магнит, сочи и напитки любимый! Регистрируй чек, выигрывай миллионы призов и радуй близких! Магнит играй, выигрывай! Дарин!"
16451,4246804,/kaggle/input/hack-chunk-15/15/4246804.avi,audio_files/4246804.mp3,2," Метро пускаем всех! Оформи карту гости всего за 5 минут в мобильном приложении, на сайте или в торговом центре и получи 3000 рублей на первые покупки. Метро!"
16608,4180351,/kaggle/input/hack-chunk-13/13/4180351.avi,audio_files/4180351.mp3,2," В метро пускаем всех! Оформий карту гости всего за 5 минут в мобильном приложении, на сайте или в торговом центре и получи 3000 рублей на первые покупки. Метро!"
16751,4245381,/kaggle/input/hack-chunk-15/15/4245381.avi,audio_files/4245381.mp3,2, Затейте научу исполнять желание. Всё просто. Подтвердите участие в приложении «Пятёрочки» и получите шанс в родыгрыши миллиона рублей за покупки каждый день. Испомните миллион желаний близких. Ждём гости!
16769,2321669,/kaggle/input/hack-chunk-6/6/2321669.wav,/kaggle/input/hack-chunk-6/6/2321669.wav,2," Готовимся к праздникам СМЕТРО! Свежие продукты, подарки для мужчина-женщин. А еще скидка 500 рублей по промокоду. Наша 500 при заказе на метро СИЗИРУ и в мобильном приложении. Предложение действует в 13 феврале по 13 марта 2022 года для новых клиентов. На три заказа по одной карте клиента не суммируется с другими промокодами. Ми"
16852,3955673,/kaggle/input/hack-chunk-9/9/3955673.avi,audio_files/3955673.mp3,2, в приложении пятерочка подарки за покупки промокотно фильм от пиви и многое другое
16928,2261784,/kaggle/input/hack-chunk-5/5/2261784.wav,/kaggle/input/hack-chunk-5/5/2261784.wav,2," Новый год, время чудес. Продукты исчезают с полок, как по большим ству, а дороги заполняют сказочные олень. В приложении Ленточка всегда огромный ассортимент товаров и быстрая доставка. Даже под Новый год. Олимптогородсан. Пятя по улице Саршкина, 111-й, Брайан-137-183-246-"
17509,4163490,/kaggle/input/hack-chunk-13/13/4163490.avi,audio_files/4163490.mp3,2," И туки, магнити, хайпуки, такан, пакатун, пей-пей, няма-няма, бульбука, ледюк, мазюка, пупон, унка, ночук, снова такана. Хайпуки, магнити, топчик, билет! Еее! Покупай хайпуки выгоднее через приложение Магнит и получи шанс выиграть семейную по"
17669,4270354,/kaggle/input/hack-chunk-15/15/4270354.avi,audio_files/4270354.mp3,2," Покупайте парфюмерную воду с Теллари только в Магнит Косметик. Выигрывайте товары за рубль в приложении, а также цены и призы для любимых. Играй выигрывай Дари Магнит Косметик."
17692,4008050,/kaggle/input/hack-chunk-10-stranger/10/4008050.avi,audio_files/4008050.mp3,2, Скажу вам честно мои прекрасные и все дни рождения такие классы.
10999,4047189,/kaggle/input/hack-chunk-11/11/4047189.avi,audio_files/4047189.mp3,3," А пельмени привезут? Привезут. Пока выбирает, привезут? Привезут. А еще хурму привезут. Королёк 500 грамм в самокате за 39 рублей."
17248,4238089,/kaggle/input/hack-chunk-14/14/4238089.avi,audio_files/4238089.mp3,3, Называйте сладкие подарочные наборы со скивкой до 40% из метра Носбермакет.
14242,3953663,/kaggle/input/hack-chunk-9/9/3953663.avi,audio_files/3953663.mp3,3," Заказывай КФЗ и получай ай-твистер за один рубль, только в диливе рекламы."
11443,4307837,/kaggle/input/hack-chunk-16/16/4307837.avi,audio_files/4307837.mp3,3, Самокат. Все цены — кат-кат-кат. И негазированная вода Шишкин-лес всего за 37 рублей. Выгода — это про самокат-кат-кат.
5295,4247209,/kaggle/input/hack-chunk-15/15/4247209.avi,audio_files/4247209.mp3,3," Покупки в самокате сама выгода. Кока-кола – полтора литра, всего за 75 рублей."
15218,4252774,/kaggle/input/hack-chunk-15/15/4252774.avi,audio_files/4252774.mp3,3," Фёдске, первое распродажек года. Викон-Велком. Сынок обчёный. По 119.90."
16183,4321674,/kaggle/input/hack-chunk-16/16/4321674.avi,audio_files/4321674.mp3,3," Всем привет! С вами Илья Захаров. Пока вы смотрите свои любимые шоу в вашей любимой продукте, могут быть уже у вас дома. Все просто. Открывай приложение «Сбермаркет», выбирай любимый магазин и заказывай с выгодой. Да-да, с большой выгоды. Сбермаркете много скидок. Что сидишь? Скорее заказывай."
8358,4316846,/kaggle/input/hack-chunk-16/16/4316846.avi,audio_files/4316846.mp3,3, Самокат. Все цены. Кат-кат-кат. И ополаскиватель для полустерталесной бальзам всего за 159 рублей. Выгода — это про самокат-кат-кат.
10074,4242344,/kaggle/input/hack-chunk-14/14/4242344.avi,audio_files/4242344.mp3,3, Кфест Макдоналс! Биг Тейстив подарок при заказе только через сервис Яндекс.Еда!
2374,4047196,/kaggle/input/hack-chunk-11/11/4047196.avi,audio_files/4047196.mp3,3," Ещё молочку привезут, творог 180 грамм, в самокате всего за 69 рублей."
6348,4032256,/kaggle/input/hack-chunk-11/11/4032256.avi,audio_files/4032256.mp3,3, А еще фрукты со скидкой привезут. Яблоки в самокате всего за 59 рублей.
6964,4128370,/kaggle/input/hack-chunk-12-stranger/12/4128370.avi,audio_files/4128370.mp3,3," Заказать продукты в сбер-маркете дешевле, чем сходить в магазин только с 5-го по 20-е апреля. Дополнительные скидки на продукты от сбер-маркет. Доставка бесплатно."
12305,3954571,/kaggle/input/hack-chunk-9/9/3954571.avi,audio_files/3954571.mp3,3," Оказывай KFC и получай айтвистор за один рубль, только в диливере клаб!"
8042,4022398,/kaggle/input/hack-chunk-10-stranger/10/4022398.avi,audio_files/4022398.mp3,3," Еще трюфели от самоката со скидкой 40% привезут, 15 минут и самокат уже тут."
12008,4033143,/kaggle/input/hack-chunk-11/11/4033143.avi,audio_files/4033143.mp3,3, А еще молочку со скидкой привезут. Йогард в самокате всего за 36 рублей.
13909,4072071,/kaggle/input/hack-chunk-11/11/4072071.avi,audio_files/4072071.mp3,3, Ходите в магазин по-новому Сузбер Маркет! Заказывайте сладкие подарки от M&M's и другие товары со скидками на ZberMarket.ru
2459,3837044,/kaggle/input/hack-chunk-8/8/3837044.avi,audio_files/3837044.mp3,3, Двиздер в подарок при заказе KFC только в Delivery Club.
13305,4034095,/kaggle/input/hack-chunk-11/11/4034095.avi,audio_files/4034095.mp3,3," А перемени привезут? Привезут! Пока выбирает, привезут? Привезут! А еще чипсы со скидкой привезут. Лейс в самокате всего за 99 рублей."
11386,4134674,/kaggle/input/hack-chunk-13/13/4134674.avi,audio_files/4134674.mp3,3, Кубки в самокате сама выгода. Картофель молодой всего за 69 рублей.
15153,4321237,/kaggle/input/hack-chunk-16/16/4321237.avi,audio_files/4321237.mp3,3, Самокат. Все цены. Кат-кат-кат. И нектарин и узбекистан 500 грамм всего за 119 рублей. Выгода. Это про самокат. Кат-кат.
698,4312434,/kaggle/input/hack-chunk-16/16/4312434.avi,audio_files/4312434.mp3,3," Сбермаркет доставит куда угодно, и домой, и на дачу. Выгодно. Скидка до 20% на охлажденную индейку и курицу из метра. Сбермаркет заказывайте выгодно."
17484,4299358,/kaggle/input/hack-chunk-16/16/4299358.avi,audio_files/4299358.mp3,3," Сбермаркет доставит куда угодно, и домой, и на дачу. Охлажденные куриные полуфабрикаты со скидкой до 20% из метра. Сбермаркет заказывайте."
9897,4216000,/kaggle/input/hack-chunk-14/14/4216000.avi,audio_files/4216000.mp3,3," Пой косметику и ботобулой хемии со скидкой до 50% в магазинах улыбка радуги или в приложении Деревья реклам. По промо-коду улыбка скидка 200 рублей на заказ от 1,5 тысяч рублей."
4391,3956922,/kaggle/input/hack-chunk-9/9/3956922.avi,audio_files/3956922.mp3,3," Заказывай КСИ и получай айтвистор за один рубль, только в диливере КВАП!"
16655,4111699,/kaggle/input/hack-chunk-12-stranger/12/4111699.avi,audio_files/4111699.mp3,3," В ленте супер-скитки, например, колбасами сная папа может, по цене 189.99 за килограмм. Доступна доставка."
16752,3751140,/kaggle/input/hack-chunk-7/7/3751140.avi,audio_files/3751140.mp3,3," Ребят, цены в метро просто... ...болдёж! Мороженое баскин Робин с 600 граммов в ассортименте всего за 299 рублей. Товары из метра с доставкой прямо надом. Загажи прямо сейчас. Первая доставка бесплатно. Метро. Качество. По оптовым ценам. Кирюша Залана, тимонь!"
17654,2200392,/kaggle/input/hack-chunk-4/4/2200392.wav,/kaggle/input/hack-chunk-4/4/2200392.wav,3," Бывает ли понедельник легким? Бывает, если это кибер понедельник в перекрестке онлайн Вкусные скидки и товары пурблю целую неделю А вот аргой до перекресток в ОГН-127703-144903 Адрес-109-029 Москва, улица Средня Горегегу, средняя Гусли, 28-3-4-4-4-4-4-4-"
13111,4298990,/kaggle/input/hack-chunk-16/16/4298990.avi,audio_files/4298990.mp3,3," Сбермаркет доставит куда угодно, и домой, и на дачу. Охлажденный шашлык и колбаски со скидкой до 20% из метра. Сбермаркет заказывайте."
929,4047826,/kaggle/input/hack-chunk-11/11/4047826.avi,audio_files/4047826.mp3,3," Делайте покупки, не выходя из дома. Всё необходимое вам доставит Сбер-маркет. Только с 19 по 22 ноября все детские сладкие подарки при заказе онлайн из метра со скидками до 30%. Сбер-маркет. Ходите в магазин по-новому."
8820,4178000,/kaggle/input/hack-chunk-13/13/4178000.avi,audio_files/4178000.mp3,3," Заказывайте на Сбермаркет, охлажденная индейка со скидкой 20% при заказе онлайн из метра. Сбермаркет, ходите в магазин по новому."
1613,4011858,/kaggle/input/hack-chunk-10-stranger/10/4011858.avi,audio_files/4011858.mp3,3, Следующий день рождения только через год. А вот и нет.
6034,4320770,/kaggle/input/hack-chunk-16/16/4320770.avi,audio_files/4320770.mp3,3," Всем привет! С вами Илья Захаров. Пока вы смотрите свои любимые шоу в вашей любимой продукте. Могут быть уже у вас дома. Все просто. Открывай приложение в Бермаркет. Выбирай любимый магазин и заказывай с выгодой. Да-да, с большой выгоды. В Бермаркете много скидок. Что сидишь? Скорее заказывай."
395,4099668,/kaggle/input/hack-chunk-12-stranger/12/4099668.avi,audio_files/4099668.mp3,3," Заказывайте на Сбермаркет! Мини-круасаный метрошафт всего за 285,60 и другие замороженные десерты и сладкая выпечка со скидкой 30% в метро. Сбермаркет ходите в магазин по новому!"
8768,4269781,/kaggle/input/hack-chunk-15/15/4269781.avi,audio_files/4269781.mp3,3, Заказывайте охлажденную курицу со скидкой до 20% из метра Носбермаркет.
5076,4140244,/kaggle/input/hack-chunk-13/13/4140244.avi,audio_files/4140244.mp3,3, Кубки в самокате сама выгода. Кокосовое молоко самокат всего за 92 рубля.
5209,4063135,/kaggle/input/hack-chunk-11/11/4063135.avi,audio_files/4063135.mp3,3," В дне суперцены в перекрестке Колбаса Черкизова Соисечон 100 грамм по 49,90"
8855,4022845,/kaggle/input/hack-chunk-10-stranger/10/4022845.avi,audio_files/4022845.mp3,3, А сметану свежую привезут? Привезут. А йогурт натуральный привезут? Привезут. А еще яблоки со скидкой 50% привезут. 15 минут и самокат уже тут.
7338,4215952,/kaggle/input/hack-chunk-14/14/4215952.avi,audio_files/4215952.mp3,3," Покупай косметику и бодобую хемию с оскиткой D50% в магазинах улыбка радуги или в приложении Delivery Club. По промоходу улыбка оскитка 200 рублей на заказ от 1,5 тысяч рублей."
7078,4280375,/kaggle/input/hack-chunk-15/15/4280375.avi,audio_files/4280375.mp3,3, Прекреншие продукты у вас дома за 60 минут. Приложение перекресток.
995,4178607,/kaggle/input/hack-chunk-13/13/4178607.avi,audio_files/4178607.mp3,3," Заказывайте на Сбермаркет! Чакров всего за 759 рублей и другая охлажденная горядина со скидкой 20% при заказе онлайн из метра! Сбермаркет, ходите в магазин по-новому!"
2932,4106646,/kaggle/input/hack-chunk-12-stranger/12/4106646.avi,audio_files/4106646.mp3,3," А пельмени привезут? Привезут! Пока выбирает, привезут? Привезут! А еще манго со скидкой привезут. Манго Рэди Туит в самокате всего за 99 рублей."
5484,3783903,/kaggle/input/hack-chunk-7/7/3783903.avi,audio_files/3783903.mp3,3," Ребят, цены в метро просто взболгнёт!"
13948,4260543,/kaggle/input/hack-chunk-15/15/4260543.avi,audio_files/4260543.mp3,3, Кубки в самокате сама выгода. Шоколад горячийшийный и Nature's Own Factory всего за 69 рублей.
6860,3953662,/kaggle/input/hack-chunk-9/9/3953662.avi,audio_files/3953662.mp3,3," Заказывай КФС и получай ай-твистер за один рубль, только в диливере клаб."
16023,4014318,/kaggle/input/hack-chunk-10-stranger/10/4014318.avi,audio_files/4014318.mp3,3," Попробуй продукты надоб с бесплатной доставкой на sbermarket.ru. Только с 16 по 20 сентября сыр-грюьер люстенбергер при заказе онлайн из метра 331,50 за упаковку. Сбермаркет сцены ниже доставка бесплатна."
2931,4244336,/kaggle/input/hack-chunk-15/15/4244336.avi,audio_files/4244336.mp3,3," Покупки в Самокате сама выгода. Мандарины, Марокко — 1 кг, всего за 129 рублей."
3604,4069820,/kaggle/input/hack-chunk-11/11/4069820.avi,audio_files/4069820.mp3,3, Только с 24 по 27 декабря при заказе онлайна из метра сырные и колбасные нарезки со скидками 30%. На сбермаркет.ру
3028,4086555,/kaggle/input/hack-chunk-12-stranger/12/4086555.avi,audio_files/4086555.mp3,3," В приложении Яндекс.Лавка сок я апельсин с мекотею со скидкой 41% только до 14 февраля. Яндекс.Лавка быстрее, чем сходить в магазин."
5506,3751141,/kaggle/input/hack-chunk-7/7/3751141.avi,audio_files/3751141.mp3,3," Ребят, цены в метро просто... Вболгешь!"
12232,3968535,/kaggle/input/hack-chunk-10-stranger/10/3968535.avi,audio_files/3968535.mp3,3, 2 дня минус 25 процентов на все меню кфс только в телевериклам
12614,4304416,/kaggle/input/hack-chunk-16/16/4304416.avi,audio_files/4304416.mp3,3," Сбермаркет доставит куда угодно и домой, и на дачу. Выгодно. Море продукты со скидкой до 30% из метра. Сбермаркет заказывайте выгодно."
5040,4096304,/kaggle/input/hack-chunk-12-stranger/12/4096304.avi,audio_files/4096304.mp3,3," Делайте покупки, не выходя из дома. Всё необходимое вам доставит Сбер-маркет. Заказывайте ваш любимый кофе и гаист из премиальной арабики, а также другие продукты на Сбер-маркете и получайте заказ уже сегодня. Сбер-маркет. Ходите в магазин по-новому."
4669,4240810,/kaggle/input/hack-chunk-14/14/4240810.avi,audio_files/4240810.mp3,3, Кубки в самокате сама выгода. Сосийские дрена копыт всего за 109 рублей.
2859,4171576,/kaggle/input/hack-chunk-13/13/4171576.avi,audio_files/4171576.mp3,3," Ибергни от метро и Сбермаркет! Заказывайте кофевар, кучайник и сотни других товаров со скидками до 60%. Сбермаркет хотите в магазин по-новому!"
17364,4112160,/kaggle/input/hack-chunk-12-stranger/12/4112160.avi,audio_files/4112160.mp3,3," Проспала, а завтра привезут? Привезут. А фрукты свежие привезут? Привезут."
4895,2200513,/kaggle/input/hack-chunk-4/4/2200513.wav,/kaggle/input/hack-chunk-4/4/2200513.wav,3," Бывает ли понедельник легким? Бывает. Если это кибер понедельник в перекрестке онлайн, вкусные скидки и товара пурблю целую неделю. А о торговый то перекресток в ОГРН-170-003-44-93. Адрес-109-029 МОЗ-2. Улица средняя Галитня Кусская, 28-3-4."
16521,4291496,/kaggle/input/hack-chunk-15/15/4291496.avi,audio_files/4291496.mp3,3," Сбермаркет выгоден. Все только и говорят, а выгоден на Сбермаркете. Молоко в домик деревни со скидкой 29% из метра. Сбермаркет заказывайте."
1397,3816543,/kaggle/input/hack-chunk-8/8/3816543.avi,audio_files/3816543.mp3,3," Дома танцует, голодные люди. Закажи Киевси. Паскет со скидкой 30% только в длеве реклам."
13884,3816498,/kaggle/input/hack-chunk-8/8/3816498.avi,audio_files/3816498.mp3,3, Плено у дивана! Закажи кейфси! Паскет со скидкой 30% только в длеве рекламы!
3479,4134281,/kaggle/input/hack-chunk-13/13/4134281.avi,audio_files/4134281.mp3,3, Покупки в самокате сама выгода. Клубника 250 грамм всего за 149 рублей.
1616,4263833,/kaggle/input/hack-chunk-15/15/4263833.avi,audio_files/4263833.mp3,3, Заказывайте охлаждённую индейку со скипкой до 30% из метра на сбер-маркет.
12834,3955627,/kaggle/input/hack-chunk-9/9/3955627.avi,audio_files/3955627.mp3,3," Заказывай КФС и получай ай-твистер за один рубль, только в диливери-клаб!"
12864,3816549,/kaggle/input/hack-chunk-8/8/3816549.avi,audio_files/3816549.mp3,3, Плено у дивана! Закажи кейфси! Баскет со скидкой 30% только в дали в рекламу.
1143,4260774,/kaggle/input/hack-chunk-15/15/4260774.avi,audio_files/4260774.mp3,3, Показывайте морепродукты со скидкой до 30% из метра на сбер маркет.
14464,3959390,/kaggle/input/hack-chunk-9/9/3959390.avi,audio_files/3959390.mp3,3," Ну всё, время еды! Заказы гейфси со скидки 10% в диливе реклам!"
